date,species,trap,addressnumberandstreet,latitude,longitude,nummosquitos,wnvpresent
2009-06-12,culex pipiens/restuans,T048,"1100  w roosevelt, chicago, il",41.867108,-87.654224,34,0
2009-06-12,culex restuans,T048,"1100  w roosevelt, chicago, il",41.867108,-87.654224,39,0
2009-06-12,culex pipiens,T048,"1100  w roosevelt, chicago, il",41.867108,-87.654224,20,0
2009-06-12,culex pipiens/restuans,T049,"1100  w chicago, chicago, il",41.896282,-87.655232,5,0
2009-06-12,culex restuans,T049,"1100  w chicago, chicago, il",41.896282,-87.655232,9,0
2009-06-12,culex pipiens,T049,"1100  w chicago, chicago, il",41.896282,-87.655232,3,0
2009-06-12,culex pipiens/restuans,T054,"2200  n cannon dr, chicago, il",41.921965,-87.632085,32,0
2009-06-12,culex restuans,T054,"2200  n cannon dr, chicago, il",41.921965,-87.632085,7,0
2009-06-12,culex pipiens/restuans,T094,"1700  w 95th st, chicago, il",41.720848,-87.666014,19,0
2009-06-12,culex restuans,T094,"1700  w 95th st, chicago, il",41.720848,-87.666014,20,0
2009-06-12,culex pipiens/restuans,T148,"7500  n oakley ave, chicago, il",42.01743,-87.68776899999999,7,0
2009-06-12,culex restuans,T148,"7500  n oakley ave, chicago, il",42.01743,-87.68776899999999,3,0
2009-06-12,culex pipiens/restuans,T153,"1500  n long ave, chicago, il",41.907645,-87.760886,11,0
2009-06-12,culex pipiens/restuans,T159,"8900  s carpenter st, chicago, il",41.732984,-87.649642,2,0
2009-06-12,culex restuans,T159,"8900  s carpenter st, chicago, il",41.732984,-87.649642,7,0
2009-06-12,culex restuans,T159,"8900  s carpenter st, chicago, il",41.732984,-87.649642,50,0
2009-06-12,culex salinarius,T159,"8900  s carpenter st, chicago, il",41.732984,-87.649642,1,0
2009-06-12,culex pipiens/restuans,T011,"3600  n pittsburgh ave, chicago, il",41.944869,-87.832763,47,0
2009-06-12,culex restuans,T011,"3600  n pittsburgh ave, chicago, il",41.944869,-87.832763,44,0
2009-06-12,culex pipiens/restuans,T016,"7200  n oketo ave, chicago, il",42.011601,-87.81150600000001,5,0
2009-06-12,culex restuans,T016,"7200  n oketo ave, chicago, il",42.011601,-87.81150600000001,50,0
2009-06-12,culex restuans,T016,"7200  n oketo ave, chicago, il",42.011601,-87.81150600000001,13,0
2009-06-12,culex pipiens/restuans,T028,"5800  n western ave, chicago, il",41.986921,-87.689778,28,0
2009-06-12,culex restuans,T028,"5800  n western ave, chicago, il",41.986921,-87.689778,9,0
2009-06-12,culex pipiens,T028,"5800  n western ave, chicago, il",41.986921,-87.689778,3,0
2009-06-12,culex pipiens/restuans,T031,"5000  s central ave, chicago, il",41.801497999999995,-87.763416,50,0
2009-06-12,culex restuans,T031,"5000  s central ave, chicago, il",41.801497999999995,-87.763416,1,0
2009-06-12,culex restuans,T031,"5000  s central ave, chicago, il",41.801497999999995,-87.763416,50,0
2009-06-12,culex restuans,T033,"1400  n humboldt dr, chicago, il",41.906638,-87.701431,5,0
2009-06-12,culex restuans,T089,"1000  s vincennes, chicago, il",41.723195000000004,-87.64997,19,0
2009-06-12,culex pipiens/restuans,T090,"1100  s ashland ave, chicago, il",41.868077,-87.666901,26,0
2009-06-12,culex pipiens/restuans,T135,"4200  w 127th pl, chicago, il",41.662014,-87.72460799999999,45,0
2009-06-12,culex restuans,T135,"4200  w 127th pl, chicago, il",41.662014,-87.72460799999999,50,0
2009-06-12,culex restuans,T135,"4200  w 127th pl, chicago, il",41.662014,-87.72460799999999,29,0
2009-06-12,culex pipiens/restuans,T147,"2800  n francisco ave, chicago, il",41.932094,-87.700117,21,0
2009-06-12,culex restuans,T147,"2800  n francisco ave, chicago, il",41.932094,-87.700117,9,0
2009-06-12,culex pipiens,T147,"2800  n francisco ave, chicago, il",41.932094,-87.700117,6,0
2009-06-12,culex pipiens/restuans,T151,"7000   w armitage avenue, chicago, il",41.916265,-87.800515,20,0
2009-06-12,culex pipiens,T151,"7000   w armitage avenue, chicago, il",41.916265,-87.800515,1,0
2009-06-12,culex pipiens/restuans,T152,"2500  s millard ave, chicago, il",41.846075,-87.716277,1,0
2009-06-12,culex restuans,T152,"2500  s millard ave, chicago, il",41.846075,-87.716277,17,0
2009-06-12,culex pipiens/restuans,T158,"3500  w 116th st, chicago, il",41.682587,-87.707973,2,0
2009-06-12,culex restuans,T158,"3500  w 116th st, chicago, il",41.682587,-87.707973,2,0
2009-06-12,culex pipiens/restuans,T003,"4600  n milwaukee ave, chicago, il",41.964242,-87.757639,25,0
2009-06-12,culex restuans,T003,"4600  n milwaukee ave, chicago, il",41.964242,-87.757639,16,0
2009-06-12,culex pipiens/restuans,T008,"7000  n mosell ave, chicago, il",42.008314,-87.77792099999999,50,0
2009-06-12,culex pipiens/restuans,T008,"7000  n mosell ave, chicago, il",42.008314,-87.77792099999999,3,0
2009-06-12,culex restuans,T008,"7000  n mosell ave, chicago, il",42.008314,-87.77792099999999,50,0
2009-06-12,culex restuans,T008,"7000  n mosell ave, chicago, il",42.008314,-87.77792099999999,8,0
2009-06-12,culex pipiens,T008,"7000  n mosell ave, chicago, il",42.008314,-87.77792099999999,12,0
2009-06-12,culex pipiens/restuans,T012,"6100  n lemont ave, chicago, il",41.991429,-87.747113,21,0
2009-06-12,culex restuans,T012,"6100  n lemont ave, chicago, il",41.991429,-87.747113,12,0
2009-06-12,culex pipiens,T012,"6100  n lemont ave, chicago, il",41.991429,-87.747113,4,0
2009-06-12,culex pipiens/restuans,T047,"1100  s california, chicago, il",41.868142,-87.696269,1,0
2009-06-12,culex pipiens/restuans,T018,"1200  w greenleaf ave, chicago, il",42.010412,-87.66214000000001,1,0
2009-06-12,culex pipiens,T018,"1200  w greenleaf ave, chicago, il",42.010412,-87.66214000000001,1,0
2009-06-12,culex pipiens/restuans,T030,"1000  n central park dr, chicago, il",41.899229999999996,-87.716788,1,0
2009-06-12,culex restuans,T030,"1000  n central park dr, chicago, il",41.899229999999996,-87.716788,7,0
2009-06-12,culex pipiens,T030,"1000  n central park dr, chicago, il",41.899229999999996,-87.716788,1,0
2009-06-12,culex pipiens/restuans,T144,"3300  n rutherford ave, chicago, il",41.94016,-87.794896,1,0
2009-06-12,culex restuans,T144,"3300  n rutherford ave, chicago, il",41.94016,-87.794896,12,0
2009-06-12,culex pipiens/restuans,T160,"1100  s artesian ave, chicago, il",41.903002,-87.68826700000001,13,0
2009-06-12,culex restuans,T160,"1100  s artesian ave, chicago, il",41.903002,-87.68826700000001,10,0
2009-06-12,culex pipiens/restuans,T017,"6000  w montrose dr, chicago, il",41.960615999999995,-87.777189,1,0
2009-06-12,culex pipiens/restuans,T095,"3300  w 104th st, chicago, il",41.704336,-87.70373599999999,1,0
2009-06-12,culex restuans,T095,"3300  w 104th st, chicago, il",41.704336,-87.70373599999999,4,0
2009-06-12,culex pipiens/restuans,T061,"2200  w 51st st, chicago, il",41.801179,-87.679447,1,0
2009-06-12,culex restuans,T061,"2200  w 51st st, chicago, il",41.801179,-87.679447,2,0
2009-06-12,culex pipiens/restuans,T062,"3500  w 51st st, chicago, il",41.800737,-87.71188000000001,1,0
2009-06-12,culex restuans,T062,"3500  w 51st st, chicago, il",41.800737,-87.71188000000001,3,0
2009-06-12,culex pipiens/restuans,T066,"6700  s kedzie ave, chicago, il",41.77166,-87.703047,2,0
2009-06-12,culex restuans,T066,"6700  s kedzie ave, chicago, il",41.77166,-87.703047,2,0
2009-06-12,culex pipiens/restuans,T069,"2200  w 69th st, chicago, il",41.768388,-87.678649,1,0
2009-06-12,culex restuans,T069,"2200  w 69th st, chicago, il",41.768388,-87.678649,7,0
2009-06-12,culex pipiens/restuans,T073,"1000  e 67th st, chicago, il",41.773215,-87.60088,3,0
2009-06-12,culex restuans,T073,"1000  e 67th st, chicago, il",41.773215,-87.60088,16,0
2009-06-12,culex pipiens/restuans,T074,"3900  s ashland ave, chicago, il",41.822536,-87.66634300000001,12,0
2009-06-12,culex restuans,T074,"3900  s ashland ave, chicago, il",41.822536,-87.66634300000001,2,0
2009-06-12,culex pipiens,T074,"3900  s ashland ave, chicago, il",41.822536,-87.66634300000001,2,0
2009-06-12,culex pipiens/restuans,T080,"7700  s eberhart ave, chicago, il",41.754676,-87.612922,2,0
2009-06-12,culex pipiens/restuans,T081,"4000  s dearborn st, chicago, il",41.821582,-87.62779599999999,1,0
2009-06-12,culex pipiens/restuans,T082,"5000  s union ave, chicago, il",41.803422999999995,-87.642984,2,0
2009-06-12,culex restuans,T083,"7900  s chicago ave, chicago, il",41.754292,-87.590773,2,0
2009-06-12,culex pipiens/restuans,T063,"3700  s pulaski rd, chicago, il",41.82561,-87.726549,12,0
2009-06-12,culex restuans,T063,"3700  s pulaski rd, chicago, il",41.82561,-87.726549,16,0
2009-06-12,culex pipiens,T063,"3700  s pulaski rd, chicago, il",41.82561,-87.726549,4,0
2009-06-12,culex pipiens/restuans,T102,"1000  s cottage grove, chicago, il",41.750498,-87.605294,4,0
2009-06-12,culex restuans,T009,"9100  w higgins rd, chicago, il",41.992478000000006,-87.862995,12,0
2009-06-15,culex pipiens/restuans,T054,"2200  n cannon dr, chicago, il",41.921965,-87.632085,49,0
2009-06-15,culex restuans,T054,"2200  n cannon dr, chicago, il",41.921965,-87.632085,38,0
2009-06-15,culex pipiens,T148,"7500  n oakley ave, chicago, il",42.01743,-87.68776899999999,1,0
2009-06-15,culex restuans,T090,"1100  s ashland ave, chicago, il",41.868077,-87.666901,2,0
2009-06-15,culex pipiens/restuans,T115,"1200  s doty ave, chicago, il",41.673408,-87.599862,18,0
2009-06-15,culex restuans,T115,"1200  s doty ave, chicago, il",41.673408,-87.599862,7,0
2009-06-15,culex pipiens,T115,"1200  s doty ave, chicago, il",41.673408,-87.599862,5,0
2009-06-15,culex pipiens/restuans,T200,"1300  s torrence ave, chicago, il",41.678618,-87.559308,3,0
2009-06-15,culex pipiens,T200,"1300  s torrence ave, chicago, il",41.678618,-87.559308,1,0
2009-06-15,culex pipiens/restuans,T209,"1300  s brandon, chicago, il",41.740641,-87.546587,2,0
2009-06-15,culex restuans,T209,"1300  s brandon, chicago, il",41.740641,-87.546587,2,0
2009-06-15,culex pipiens,T209,"1300  s brandon, chicago, il",41.740641,-87.546587,1,0
2009-06-15,culex pipiens/restuans,T212,"3700  e 118th st, chicago, il",41.680946,-87.535198,14,0
2009-06-15,culex restuans,T212,"3700  e 118th st, chicago, il",41.680946,-87.535198,4,0
2009-06-15,culex pipiens,T212,"3700  e 118th st, chicago, il",41.680946,-87.535198,3,0
2009-06-15,culex restuans,T102,"1000  s cottage grove, chicago, il",41.750498,-87.605294,2,0
2009-06-15,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,14,0
2009-06-15,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,24,0
2009-06-15,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,2,0
2009-06-15,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,1,0
2009-06-15,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,25,0
2009-06-15,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-15,culex restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,13,0
2009-06-15,culex restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,14,0
2009-06-15,culex restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,8,0
2009-06-15,culex restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,10,0
2009-06-15,culex restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,4,0
2009-06-15,culex pipiens,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,3,0
2009-06-15,culex pipiens,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,7,0
2009-06-15,culex pipiens,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,4,0
2009-06-15,culex pipiens,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,9,0
2009-06-15,culex restuans,T903,"1000  w ohare, chicago, il",41.957799,-87.930995,5,0
2009-06-19,culex pipiens/restuans,T002,"4100  n oak park ave, chicago, il",41.95469,-87.800991,22,0
2009-06-19,culex restuans,T002,"4100  n oak park ave, chicago, il",41.95469,-87.800991,6,0
2009-06-19,culex pipiens,T048,"1100  w roosevelt, chicago, il",41.867108,-87.654224,6,0
2009-06-19,culex pipiens/restuans,T049,"1100  w chicago, chicago, il",41.896282,-87.655232,5,0
2009-06-19,culex restuans,T049,"1100  w chicago, chicago, il",41.896282,-87.655232,5,0
2009-06-19,culex pipiens,T049,"1100  w chicago, chicago, il",41.896282,-87.655232,1,0
2009-06-19,culex pipiens/restuans,T054,"2200  n cannon dr, chicago, il",41.921965,-87.632085,12,0
2009-06-19,culex pipiens/restuans,T054,"2200  n cannon dr, chicago, il",41.921965,-87.632085,1,0
2009-06-19,culex restuans,T054,"2200  n cannon dr, chicago, il",41.921965,-87.632085,4,0
2009-06-19,culex restuans,T054,"2200  n cannon dr, chicago, il",41.921965,-87.632085,2,0
2009-06-19,culex pipiens,T054,"2200  n cannon dr, chicago, il",41.921965,-87.632085,1,0
2009-06-19,culex salinarius,T054,"2200  n cannon dr, chicago, il",41.921965,-87.632085,1,0
2009-06-19,culex pipiens/restuans,T094,"1700  w 95th st, chicago, il",41.720848,-87.666014,7,0
2009-06-19,culex restuans,T094,"1700  w 95th st, chicago, il",41.720848,-87.666014,1,0
2009-06-19,culex pipiens/restuans,T148,"7500  n oakley ave, chicago, il",42.01743,-87.68776899999999,1,0
2009-06-19,culex restuans,T148,"7500  n oakley ave, chicago, il",42.01743,-87.68776899999999,3,0
2009-06-19,culex restuans,T153,"1500  n long ave, chicago, il",41.907645,-87.760886,3,0
2009-06-19,culex pipiens/restuans,T159,"8900  s carpenter st, chicago, il",41.732984,-87.649642,17,0
2009-06-19,culex pipiens/restuans,T159,"8900  s carpenter st, chicago, il",41.732984,-87.649642,50,0
2009-06-19,culex restuans,T159,"8900  s carpenter st, chicago, il",41.732984,-87.649642,28,0
2009-06-19,culex pipiens,T159,"8900  s carpenter st, chicago, il",41.732984,-87.649642,1,0
2009-06-19,culex pipiens/restuans,T011,"3600  n pittsburgh ave, chicago, il",41.944869,-87.832763,27,0
2009-06-19,culex restuans,T011,"3600  n pittsburgh ave, chicago, il",41.944869,-87.832763,4,0
2009-06-19,culex pipiens/restuans,T016,"7200  n oketo ave, chicago, il",42.011601,-87.81150600000001,8,0
2009-06-19,culex restuans,T016,"7200  n oketo ave, chicago, il",42.011601,-87.81150600000001,2,0
2009-06-19,culex pipiens/restuans,T028,"5800  n western ave, chicago, il",41.986921,-87.689778,5,0
2009-06-19,culex restuans,T028,"5800  n western ave, chicago, il",41.986921,-87.689778,3,0
2009-06-19,culex pipiens/restuans,T031,"5000  s central ave, chicago, il",41.801497999999995,-87.763416,33,0
2009-06-19,culex pipiens/restuans,T031,"5000  s central ave, chicago, il",41.801497999999995,-87.763416,28,0
2009-06-19,culex restuans,T031,"5000  s central ave, chicago, il",41.801497999999995,-87.763416,18,0
2009-06-19,culex pipiens/restuans,T033,"1400  n humboldt dr, chicago, il",41.906638,-87.701431,2,0
2009-06-19,culex pipiens/restuans,T089,"1000  s vincennes, chicago, il",41.723195000000004,-87.64997,13,0
2009-06-19,culex pipiens/restuans,T090,"1100  s ashland ave, chicago, il",41.868077,-87.666901,11,0
2009-06-19,culex restuans,T090,"1100  s ashland ave, chicago, il",41.868077,-87.666901,2,0
2009-06-19,culex pipiens/restuans,T135,"4200  w 127th pl, chicago, il",41.662014,-87.72460799999999,31,0
2009-06-19,culex restuans,T135,"4200  w 127th pl, chicago, il",41.662014,-87.72460799999999,30,0
2009-06-19,culex pipiens/restuans,T145,"4300  n ashland ave overpass, chicago, il",41.878114000000004,-87.629798,1,0
2009-06-19,culex pipiens/restuans,T147,"2800  n francisco ave, chicago, il",41.932094,-87.700117,11,0
2009-06-19,culex restuans,T147,"2800  n francisco ave, chicago, il",41.932094,-87.700117,6,0
2009-06-19,culex pipiens/restuans,T151,"7000   w armitage avenue, chicago, il",41.916265,-87.800515,1,0
2009-06-19,culex restuans,T151,"7000   w armitage avenue, chicago, il",41.916265,-87.800515,1,0
2009-06-19,culex pipiens/restuans,T158,"3500  w 116th st, chicago, il",41.682587,-87.707973,12,0
2009-06-19,culex restuans,T158,"3500  w 116th st, chicago, il",41.682587,-87.707973,8,0
2009-06-19,culex pipiens/restuans,T218,"3700  n kedvale ave, chicago, il",41.948167,-87.730698,15,0
2009-06-19,culex restuans,T218,"3700  n kedvale ave, chicago, il",41.948167,-87.730698,1,0
2009-06-19,culex pipiens/restuans,T220,"4500  n campbell ave, chicago, il",41.963976,-87.69181,4,0
2009-06-19,culex restuans,T220,"4500  n campbell ave, chicago, il",41.963976,-87.69181,5,0
2009-06-19,culex pipiens/restuans,T003,"4600  n milwaukee ave, chicago, il",41.964242,-87.757639,9,0
2009-06-19,culex pipiens/restuans,T008,"7000  n mosell ave, chicago, il",42.008314,-87.77792099999999,50,0
2009-06-19,culex pipiens/restuans,T008,"7000  n mosell ave, chicago, il",42.008314,-87.77792099999999,5,0
2009-06-19,culex restuans,T008,"7000  n mosell ave, chicago, il",42.008314,-87.77792099999999,7,0
2009-06-19,culex pipiens/restuans,T012,"6100  n lemont ave, chicago, il",41.991429,-87.747113,11,0
2009-06-19,culex restuans,T012,"6100  n lemont ave, chicago, il",41.991429,-87.747113,5,0
2009-06-19,culex pipiens/restuans,T047,"1100  s california, chicago, il",41.868142,-87.696269,2,0
2009-06-19,culex restuans,T047,"1100  s california, chicago, il",41.868142,-87.696269,2,0
2009-06-19,culex restuans,T018,"1200  w greenleaf ave, chicago, il",42.010412,-87.66214000000001,1,0
2009-06-19,culex restuans,T030,"1000  n central park dr, chicago, il",41.899229999999996,-87.716788,21,0
2009-06-19,culex pipiens/restuans,T144,"3300  n rutherford ave, chicago, il",41.94016,-87.794896,32,0
2009-06-19,culex restuans,T144,"3300  n rutherford ave, chicago, il",41.94016,-87.794896,6,0
2009-06-19,culex pipiens/restuans,T160,"1100  s artesian ave, chicago, il",41.903002,-87.68826700000001,3,0
2009-06-19,culex restuans,T160,"1100  s artesian ave, chicago, il",41.903002,-87.68826700000001,3,0
2009-06-19,culex pipiens/restuans,T017,"6000  w montrose dr, chicago, il",41.960615999999995,-87.777189,1,0
2009-06-19,culex restuans,T017,"6000  w montrose dr, chicago, il",41.960615999999995,-87.777189,2,0
2009-06-19,culex restuans,T095,"3300  w 104th st, chicago, il",41.704336,-87.70373599999999,8,0
2009-06-19,culex restuans,T039,"1700  n pulaski rd, chicago, il",41.911823999999996,-87.726737,2,0
2009-06-19,culex pipiens/restuans,T061,"2200  w 51st st, chicago, il",41.801179,-87.679447,1,0
2009-06-19,culex pipiens/restuans,T062,"3500  w 51st st, chicago, il",41.800737,-87.71188000000001,4,0
2009-06-19,culex pipiens/restuans,T065,"5200  w 63rd st, chicago, il",41.778296999999995,-87.752411,1,0
2009-06-19,culex pipiens/restuans,T066,"6700  s kedzie ave, chicago, il",41.77166,-87.703047,2,0
2009-06-19,culex restuans,T066,"6700  s kedzie ave, chicago, il",41.77166,-87.703047,6,0
2009-06-19,culex pipiens/restuans,T069,"2200  w 69th st, chicago, il",41.768388,-87.678649,2,0
2009-06-19,culex restuans,T069,"2200  w 69th st, chicago, il",41.768388,-87.678649,1,0
2009-06-19,culex pipiens/restuans,T073,"1000  e 67th st, chicago, il",41.773215,-87.60088,1,0
2009-06-19,culex restuans,T074,"3900  s ashland ave, chicago, il",41.822536,-87.66634300000001,1,0
2009-06-19,culex pipiens,T074,"3900  s ashland ave, chicago, il",41.822536,-87.66634300000001,1,0
2009-06-19,culex pipiens/restuans,T079,"7100  s south shore dr, chicago, il",41.766202,-87.562889,1,0
2009-06-19,culex restuans,T081,"4000  s dearborn st, chicago, il",41.821582,-87.62779599999999,3,0
2009-06-19,culex restuans,T114,"5200  s kolmar, chicago, il",41.798697,-87.736812,2,0
2009-06-19,culex pipiens,T114,"5200  s kolmar, chicago, il",41.798697,-87.736812,1,0
2009-06-19,culex restuans,T063,"3700  s pulaski rd, chicago, il",41.82561,-87.726549,3,0
2009-06-19,culex pipiens,T063,"3700  s pulaski rd, chicago, il",41.82561,-87.726549,1,0
2009-06-19,culex pipiens/restuans,T115,"1200  s doty ave, chicago, il",41.673408,-87.599862,2,0
2009-06-19,culex restuans,T115,"1200  s doty ave, chicago, il",41.673408,-87.599862,4,0
2009-06-19,culex restuans,T138,"1000  s stony island ave, chicago, il",41.726465000000005,-87.585413,1,0
2009-06-19,culex pipiens,T138,"1000  s stony island ave, chicago, il",41.726465000000005,-87.585413,1,0
2009-06-19,culex pipiens/restuans,T200,"1300  s torrence ave, chicago, il",41.678618,-87.559308,6,0
2009-06-19,culex restuans,T200,"1300  s torrence ave, chicago, il",41.678618,-87.559308,1,0
2009-06-19,culex pipiens/restuans,T209,"1300  s brandon, chicago, il",41.740641,-87.546587,3,0
2009-06-19,culex restuans,T209,"1300  s brandon, chicago, il",41.740641,-87.546587,1,0
2009-06-19,culex pipiens/restuans,T212,"3700  e 118th st, chicago, il",41.680946,-87.535198,8,0
2009-06-19,culex restuans,T212,"3700  e 118th st, chicago, il",41.680946,-87.535198,11,0
2009-06-19,culex restuans,T128,"2400  e 105th st, chicago, il",41.704572,-87.56566600000001,1,0
2009-06-19,culex pipiens/restuans,T009,"9100  w higgins rd, chicago, il",41.992478000000006,-87.862995,2,0
2009-06-22,culex pipiens/restuans,T048,"1100  w roosevelt, chicago, il",41.867108,-87.654224,19,0
2009-06-22,culex restuans,T048,"1100  w roosevelt, chicago, il",41.867108,-87.654224,36,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,23,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,4,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,6,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,23,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,14,0
2009-06-22,culex pipiens/restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,50,0
2009-06-22,culex restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,13,0
2009-06-22,culex restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,19,0
2009-06-22,culex restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,7,0
2009-06-22,culex restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,27,0
2009-06-22,culex restuans,T900,"1000  w ohare airport, chicago, il",41.974689,-87.890615,10,0
2009-06-22,culex pipiens/restuans,T903,"1000  w ohare, chicago, il",41.957799,-87.930995,50,0
2009-06-22,culex pipiens/restuans,T903,"1000  w ohare, chicago, il",41.957799,-87.930995,50,0
2009-06-22,culex pipiens/restuans,T903,"1000  w ohare, chicago, il",41.957799,-87.930995,50,0
2009-06-22,culex pipiens/restuans,T903,"1000  w ohare, chicago, il",41.957799,-87.930995,50,0
2009-06-22,culex pipiens/restuans,T903,"1000  w ohare, chicago, il",41.957799,-87.930995,50,0
2009-06-22,culex pipiens/restuans,T903,"1000  w ohare, chicago, il",41.957799,-87.930995,31,0
2009-06-22,culex pipiens/restuans,T903,"1000  w ohare, chicago, il",41.957799,-87.930995,50,0
2009-06-22,culex pipiens/restuans,T903,"1000  w ohare, chicago, il",41.957799,-87.930995,50,0
2009-06-22,culex pipiens/restuans,T903,"1000  w ohare, chicago, il",41.957799,-87.930995,50,0
2009-06-22,culex pipiens/restuans,T903,"1000  w ohare, chicago, il",41.957799,-87.930995,50,0
2009-06-22,culex restuans,T903,"1000  w ohare, chicago, il",41.957799,-87.930995,39,0
2009-06-26,culex pipiens/restuans,T002,"4100  n oak park ave, chicago, il",41.95469,-87.800991,12,0
2009-06-26,culex pipiens/restuans,T002,"4100  n oak park ave, chicago, il",41.95469,-87.800991,50,0
2009-06-26,culex pipiens/restuans,T002,"4100  n oak park ave, chicago, il",41.95469,-87.800991,50,0
2009-06-26,culex restuans,T002,"4100  n oak park ave, chicago, il",41.95469,-87.800991,6,0
2009-06-26,culex pipiens,T002,"4100  n oak park ave, chicago, il",41.95469,-87.800991,1,0
2009-06-26,culex pipiens/restuans,T046,"2500  w grand ave, chicago, il",41.891118,-87.65449100000001,13,0
2009-06-26,culex restuans,T046,"2500  w grand ave, chicago, il",41.891118,-87.65449100000001,8,0
